timestamp,error
0.109962941,0.8316883669175603
0.153060913,0.8303734080392668
0.202040673,0.8291790254962941
0.236743689,0.7806618550621365
0.28908372,0.7297487421621283
0.336048365,0.6378860228292884
0.388270855,0.5491439364207218
0.436050415,0.46425083159670444
0.485689402,0.2969684102211505
0.53576684,0.14254918135697414
0.620716811,0.022516013701403104
0.663761139,0.3332616569308491
0.714784384,0.45080829512075704
0.763857127,0.5150375072976496
0.814886332,0.6269048142503895
0.864006996,0.6391654500099038
0.914149285,0.5644271919428347
0.96331954,0.44852802162351635
0.997339249,0.37566821271933515
1.046610832,0.24881270146013268
1.1407194139999999,0.030430047598962506
1.202005148,0.37607337064018465
1.251072407,0.5341846886140627
1.283958674,0.801014848179479
1.334944964,0.9223147239122063
1.384062767,1.1273109153772982
1.4339203839999999,1.2653328131349382
1.4833269119999999,1.3873767685072238
1.533703804,1.51635142001986
1.583226443,1.3268916646512423
1.714188338,1.3236836164550676
1.75747037,0.8503473325098398
1.807839155,0.6614834208343341
1.857097864,0.464155629292599
1.907979012,0.27103547080261947
1.965594769,0.013751919546842739
2.007985354,0.31223066993343895
2.057299137,0.550245454004525
2.108345032,0.7732796387123715
2.141038895,0.9907079631512157
2.2392592430000002,1.1742038519305464
2.290284157,1.4065408926423588
2.337468624,1.4770294556611439
2.386458636,1.5123899342166958
2.438270569,1.5233026365147708
2.486693621,1.4849171340557845
2.536971331,1.4389206251878437
2.5703921320000003,1.3647809008651
2.6202771670000002,1.248526981670901
2.669794083,1.1045591903933416
2.762771845,0.9279621064315933
2.822224856,0.6076128161244769
2.856067896,0.4526318183690998
2.905397415,0.3390841270827276
2.956240893,0.2956926910621842
3.005608321,0.29634823865212145
3.056150675,0.37720362889807424
3.105573416,0.4934014700780516
3.139576912,0.6086968555742791
3.188958645,0.7468510878058474
3.289186478,0.8985482214720926
3.332750798,1.0708643593938048
3.383965016,1.1148356717548826
3.433141947,1.1222073943941262
3.483161688,1.110528839755533
3.532361269,1.0910544901993684
3.585558176,1.0746506277490142
3.666219473,1.0474744501471442
3.717940092,0.9941235042683076
3.81287098,0.9123259640444985
3.859155178,0.7207284409502108
3.908607483,0.6208026587882385
3.95918274,0.5403944923765143
4.0086236,0.45546842586039027
4.067448378,0.35704790895752625
4.142126799,0.1762575000974269
4.192758322,0.027686502733920815
4.242238045,0.10237702732904141
4.35192132,0.14867211838595962
4.430442095,0.6762342185259531
4.481520891,0.9241689011455472
4.530004025,0.9055916503920896
4.582173586,0.8245886262763047
4.629861355,0.8213297711445637
4.714051962,0.588766283194514
4.763111353,0.43738339152524497
4.861747504,0.3175220218600481
4.906042815,0.12033022019305273
4.955653668,0.05744740028534734
5.005549908,0.1716490437180631
5.05550623,0.24094419953777124
5.105522871,0.29610908521510604
5.139569044,0.39721577662605223
5.192632675,0.5285955672369376
5.238987923,0.7060994632961419
5.289579392,0.947625454601642
5.392402888,1.1799717739562499
5.436371327,1.2010688216008467
5.485401392,1.1750658984418
